"BuildId","BuildNumber","Version","Status","Branch","PullRequestId","Started","Finished","Created","Updated","JobsCount","ArtifactsCount","NupkgCount"
"15842193","537","0.10.14.537","success","noIParam",,"2018-05-14T01:15:15.0270755Z","2018-05-14T01:41:59.2794458Z","2018-05-14T01:14:57.9738007Z","2018-05-14T01:41:59.2794458Z","1","2","2"
"15842263","538","0.10.14.538-ankdbrfk","success","master","754","2018-05-14T01:25:52.4713959Z","2018-05-14T01:51:27.2042870Z","2018-05-14T01:25:42.0507128Z","2018-05-14T01:51:27.2042870Z","1",,
"15908539","538","0.10.14.538-uybbhgln","success","master","757","2018-05-16T12:43:04.3518190Z","2018-05-16T13:12:29.7801941Z","2018-05-16T12:42:53.2024036Z","2018-05-16T13:12:29.7801941Z","1",,
"15939398","538","0.10.14.538","success","master",,"2018-05-17T14:12:08.9533637Z","2018-05-17T14:42:36.8711104Z","2018-05-17T14:11:45.4734866Z","2018-05-17T14:42:36.8711104Z","1","2","2"
"15977521","539","0.10.14.539-kkcowvll","success","master","758","2018-05-18T23:07:53.8461808Z","2018-05-18T23:33:42.4771437Z","2018-05-18T23:07:41.3576773Z","2018-05-18T23:33:42.4771437Z","1",,
"15985575","539","0.10.14.539-tmimakgl","success","master","758","2018-05-19T15:54:17.8489531Z","2018-05-19T16:19:59.9113762Z","2018-05-19T15:54:05.7401326Z","2018-05-19T16:19:59.9113762Z","1",,
"15990389","539","0.10.14.539-ixsrqtvy","success","master","758","2018-05-19T23:30:39.3872428Z","2018-05-19T23:55:50.2931943Z","2018-05-19T23:30:21.0532197Z","2018-05-19T23:55:50.2931943Z","1",,
"15998163","539","0.10.14.539-rdyxujrn","failed","master","693","2018-05-20T16:49:39.9906564Z","2018-05-20T17:24:13.8425987Z","2018-05-20T16:49:30.5474364Z","2018-05-20T17:24:13.8425987Z","1",,
"16001580","539","0.10.14.539-akyeolne","failed","master","693","2018-05-20T21:55:33.5618028Z","2018-05-20T22:15:41.0766673Z","2018-05-20T21:55:22.0329473Z","2018-05-20T22:15:41.0766673Z","1",,
"16007732","539","0.10.14.539-oaidcamk","failed","master","693","2018-05-21T08:13:32.7947512Z","2018-05-21T08:35:08.7235205Z","2018-05-21T08:13:23.2817205Z","2018-05-21T08:35:08.7235205Z","1",,
"16008211","539","0.10.14.539-ahpbcxss","success","master","693","2018-05-21T08:40:40.5395190Z","2018-05-21T09:06:49.0702411Z","2018-05-21T08:40:23.1495001Z","2018-05-21T09:06:49.0702411Z","1",,
"16022217","539","0.10.14.539-aibiekfo","success","master","693","2018-05-21T19:34:09.8698149Z","2018-05-21T20:05:07.1596051Z","2018-05-21T19:33:43.7138153Z","2018-05-21T20:05:07.1596051Z","1",,
"16048201","539","0.10.14.539","success","unrollFactor1",,"2018-05-22T18:21:01.9185974Z","2018-05-22T18:49:47.3477509Z","2018-05-22T18:20:47.8160304Z","2018-05-22T18:49:47.3477509Z","1","2","2"
"16048869","540","0.10.14.540-aysjpage","success","master","760","2018-05-22T18:46:28.7142022Z","2018-05-22T19:14:10.9476424Z","2018-05-22T18:46:11.2661601Z","2018-05-22T19:14:10.9476424Z","1",,
"16050703","540","0.10.14.540","success","unrollFactor1",,"2018-05-22T20:00:31.7681073Z","2018-05-22T20:30:00.7250555Z","2018-05-22T20:00:23.1654572Z","2018-05-22T20:30:00.7250555Z","1","2","2"
"16050706","541","0.10.14.541-ewhbdseh","success","master","760","2018-05-22T20:00:48.9049779Z","2018-05-22T20:30:30.6339639Z","2018-05-22T20:00:26.7618873Z","2018-05-22T20:30:30.6339639Z","1",,
"16052945","541","0.10.14.541-kufsxhfv","success","master","693","2018-05-22T21:30:26.2092561Z","2018-05-22T22:02:01.7335595Z","2018-05-22T21:29:58.1662855Z","2018-05-22T22:02:01.7335595Z","1",,
"16061119","541","0.10.14.541-mwpjvqut","success","master","760","2018-05-23T07:46:51.2903285Z","2018-05-23T08:13:25.1322919Z","2018-05-23T07:46:14.4971856Z","2018-05-23T08:13:25.1322919Z","1",,
"16061123","541","0.10.14.541","success","unrollFactor1",,"2018-05-23T07:46:39.1400601Z","2018-05-23T08:14:41.4119146Z","2018-05-23T07:46:24.6696134Z","2018-05-23T08:14:41.4119146Z","1","2","2"
"16061238","542","0.10.14.542","success","master",,"2018-05-23T08:13:35.8137675Z","2018-05-23T08:40:59.1273488Z","2018-05-23T07:52:57.9656259Z","2018-05-23T08:40:59.1273488Z","1","2","2"
"16061253","543","0.10.14.543","success","master",,"2018-05-23T08:14:48.4403803Z","2018-05-23T08:41:15.6085636Z","2018-05-23T07:53:49.3002380Z","2018-05-23T08:41:15.6085636Z","1","2","2"
"16062056","544","0.10.14.544-nsktxuwp","success","master","693","2018-05-23T08:41:04.8513187Z","2018-05-23T09:08:40.3638717Z","2018-05-23T08:33:13.9597149Z","2018-05-23T09:08:40.3638717Z","1",,
"16063358","544","0.10.14.544","success","master",,"2018-05-23T09:32:04.2941574Z","2018-05-23T09:59:36.9721511Z","2018-05-23T09:31:49.8662985Z","2018-05-23T09:59:36.9721511Z","1","2","2"
"16064154","545","0.10.14.545","success","unrollFactor1",,"2018-05-23T10:08:11.5510179Z","2018-05-23T10:34:14.6275845Z","2018-05-23T10:08:03.1900586Z","2018-05-23T10:34:14.6275845Z","1","2","2"
"16064155","546","0.10.14.546-qbumjjdi","success","master","760","2018-05-23T10:08:14.5807672Z","2018-05-23T10:35:01.4091850Z","2018-05-23T10:08:04.7188215Z","2018-05-23T10:35:01.4091850Z","1",,
"16065756","546","0.10.14.546","success","ctrlC",,"2018-05-23T11:25:53.9278454Z","2018-05-23T11:54:18.0361124Z","2018-05-23T11:25:17.2396104Z","2018-05-23T11:54:18.0361124Z","1","2","2"
"16065817","547","0.10.14.547-hoaihnxv","success","master","761","2018-05-23T11:28:02.1528060Z","2018-05-23T11:56:10.1465069Z","2018-05-23T11:27:52.7375756Z","2018-05-23T11:56:10.1465069Z","1",,
"16078411","547","0.10.14.547","success","ctrlC",,"2018-05-23T19:39:39.3679346Z","2018-05-23T20:10:42.5449480Z","2018-05-23T19:39:14.5733016Z","2018-05-23T20:10:42.5449480Z","1","2","2"
"16078412","548","0.10.14.548-gyybvctv","success","master","761","2018-05-23T19:39:28.9917023Z","2018-05-23T20:09:18.0536154Z","2018-05-23T19:39:18.9472194Z","2018-05-23T20:09:18.0536154Z","1",,
"16080121","548","0.10.14.548","success","master",,"2018-05-23T20:53:44.3874330Z","2018-05-23T21:22:12.6962721Z","2018-05-23T20:53:33.5577599Z","2018-05-23T21:22:12.6962721Z","1","2","2"
"16080131","549","0.10.14.549","success","master",,"2018-05-23T20:54:12.5150291Z","2018-05-23T21:22:07.9083692Z","2018-05-23T20:54:02.9461927Z","2018-05-23T21:22:07.9083692Z","1","2","2"
"16080388","550","0.10.14.550-liwgheel","success","master","735","2018-05-23T21:22:28.3728941Z","2018-05-23T21:52:28.7803398Z","2018-05-23T21:05:47.5041352Z","2018-05-23T21:52:28.7803398Z","1",,
"16103602","550","0.10.14.550","success","unrollFactor1",,"2018-05-24T17:24:08.4151083Z","2018-05-24T17:52:34.3403544Z","2018-05-24T17:23:57.5927132Z","2018-05-24T17:52:34.3403544Z","1","2","2"
"16103606","551","0.10.14.551-xyuqwvbs","success","master","760","2018-05-24T17:24:13.4989171Z","2018-05-24T17:54:23.7528798Z","2018-05-24T17:24:02.6624298Z","2018-05-24T17:54:23.7528798Z","1",,
"16126029","551","0.10.14.551","success","unrollFactor1",,"2018-05-25T13:56:30.1216036Z","2018-05-25T14:24:51.9502016Z","2018-05-25T13:56:01.9412578Z","2018-05-25T14:24:51.9502016Z","1","2","2"
"16126034","552","0.10.14.552-upyqfscl","success","master","760","2018-05-25T13:56:26.3227704Z","2018-05-25T14:26:03.8310139Z","2018-05-25T13:56:09.3722377Z","2018-05-25T14:26:03.8310139Z","1",,
"16157519","552","0.10.14.552","success","master",,"2018-05-27T17:59:05.7522728Z","2018-05-27T18:27:43.0777130Z","2018-05-27T17:58:52.8374142Z","2018-05-27T18:27:43.0777130Z","1","2","2"
"16157996","553","0.10.14.553","success","master",,"2018-05-27T18:41:41.6225657Z","2018-05-27T19:08:01.7448428Z","2018-05-27T18:41:28.6337552Z","2018-05-27T19:08:01.7448428Z","1","2","2"
"16158466","554","0.10.14.554","success","iterationSetupRunOnce",,"2018-05-27T19:25:43.9392355Z","2018-05-27T19:52:38.3540239Z","2018-05-27T19:25:35.2075924Z","2018-05-27T19:52:38.3540239Z","1","2","2"
"16158527","555","0.10.14.555-gtrkrxpy","success","master","764","2018-05-27T19:29:55.8257918Z","2018-05-27T19:56:12.7343330Z","2018-05-27T19:29:45.5874826Z","2018-05-27T19:56:12.7343330Z","1",,
"16160292","555","0.10.14.555","success","master",,"2018-05-27T22:21:49.5167099Z","2018-05-27T22:48:56.2049442Z","2018-05-27T22:21:28.9948594Z","2018-05-27T22:48:56.2049442Z","1","2","2"
"16160717","556","0.10.14.556","success","master",,"2018-05-27T23:15:16.8527906Z","2018-05-27T23:42:07.4319795Z","2018-05-27T23:14:55.2339080Z","2018-05-27T23:42:07.4319795Z","1","2","2"
"16160899","557","0.10.14.557","success","master",,"2018-05-27T23:38:33.4428490Z","2018-05-28T00:06:07.0298716Z","2018-05-27T23:38:19.0180907Z","2018-05-28T00:06:07.0298716Z","1","2","2"
"16160991","558","0.10.14.558","success","master",,"2018-05-27T23:54:10.9396102Z","2018-05-28T00:21:48.4362374Z","2018-05-27T23:54:02.2859314Z","2018-05-28T00:21:48.4362374Z","1","2","2"
"16165133","559","0.10.14.559","success","master",,"2018-05-28T07:28:52.9615196Z","2018-05-28T07:57:00.9559397Z","2018-05-28T07:28:42.6303824Z","2018-05-28T07:57:00.9559397Z","1","2","2"
"16165140","560","0.10.14.560","success","master",,"2018-05-28T07:29:21.3746020Z","2018-05-28T07:56:19.7474505Z","2018-05-28T07:29:05.0865855Z","2018-05-28T07:56:19.7474505Z","1","2","2"
"16166200","561","0.10.14.561","success","outliers",,"2018-05-28T08:28:57.2071608Z","2018-05-28T08:56:25.4664572Z","2018-05-28T08:28:39.1153791Z","2018-05-28T08:56:25.4664572Z","1","2","2"
"16166210","562","0.10.14.562-giexibuj","success","master","766","2018-05-28T08:29:41.6608027Z","2018-05-28T08:56:45.4668420Z","2018-05-28T08:29:25.0739965Z","2018-05-28T08:56:45.4668420Z","1",,
"16198188","562","0.10.14.562","success","outliers",,"2018-05-29T14:57:06.1311798Z","2018-05-29T15:26:01.7535005Z","2018-05-29T14:56:56.9458438Z","2018-05-29T15:26:01.7535005Z","1","2","2"
"16198191","563","0.10.14.563-hclmlygm","success","master","766","2018-05-29T14:57:20.8108876Z","2018-05-29T15:24:55.5343978Z","2018-05-29T14:57:01.1029868Z","2018-05-29T15:24:55.5343978Z","1",,
"16199572","563","0.10.14.563","success","outliers",,"2018-05-29T15:43:43.0342450Z","2018-05-29T16:14:54.6377367Z","2018-05-29T15:43:19.6564218Z","2018-05-29T16:14:54.6377367Z","1","2","2"
"16199575","564","0.10.14.564-tjbenogj","success","master","766","2018-05-29T15:43:45.9400802Z","2018-05-29T16:12:43.5166781Z","2018-05-29T15:43:23.9642532Z","2018-05-29T16:12:43.5166781Z","1",,
"16200762","564","0.10.14.564","success","master",,"2018-05-29T16:29:52.9068391Z","2018-05-29T16:59:09.9114364Z","2018-05-29T16:29:31.7670660Z","2018-05-29T16:59:09.9114364Z","1","2","2"
"16221711","565","0.10.14.565","failed","master",,"2018-05-30T11:34:16.4247812Z","2018-05-30T11:56:47.4687584Z","2018-05-30T11:34:01.4968607Z","2018-05-30T11:56:47.4687584Z","1",,
"16226332","566","0.10.14.566","success","master",,"2018-05-30T14:21:04.4404255Z","2018-05-30T14:52:10.8918004Z","2018-05-30T14:20:47.2215121Z","2018-05-30T14:52:10.8918004Z","1","2","2"
"16268840","567","0.10.14.567","success","master",,"2018-05-31T23:03:39.7950653Z","2018-05-31T23:32:52.5362257Z","2018-05-31T23:03:12.6935438Z","2018-05-31T23:32:52.5362257Z","1","2","2"
"16276250","568","0.10.14.568","success","useIterationTime",,"2018-06-01T08:15:04.7967647Z","2018-06-01T08:42:04.2231531Z","2018-06-01T08:14:47.9359380Z","2018-06-01T08:42:04.2231531Z","1","2","2"
"16277363","569","0.10.14.569","success","useIterationTime",,"2018-06-01T09:09:49.8596667Z","2018-06-01T09:38:32.4523529Z","2018-06-01T09:09:30.2888199Z","2018-06-01T09:38:32.4523529Z","1","2","2"
"16277490","570","0.10.14.570-feljoovf","success","master","771","2018-06-01T09:16:50.2302094Z","2018-06-01T09:45:23.3756941Z","2018-06-01T09:16:29.9380749Z","2018-06-01T09:45:23.3756941Z","1",,
"16328457","570","0.10.14.570","failed","master",,"2018-06-04T07:37:52.6648256Z","2018-06-04T07:40:26.8363194Z","2018-06-04T07:37:38.2550837Z","2018-06-04T07:40:26.8363194Z","1",,
"16332667","571","0.10.14.571","failed","master",,"2018-06-04T11:20:20.1246676Z","2018-06-04T11:23:47.4470357Z","2018-06-04T11:19:53.3854944Z","2018-06-04T11:23:47.4470357Z","1",,
"16335452","572","0.10.14.572","failed","master",,"2018-06-04T13:10:34.7737694Z","2018-06-04T13:13:46.5867688Z","2018-06-04T13:10:20.0499146Z","2018-06-04T13:13:46.5867688Z","1",,
"16348652","573","0.10.14.573","success","tryingToFixTheBuild",,"2018-06-04T21:57:09.2808478Z","2018-06-04T22:17:44.8134913Z","2018-06-04T21:56:54.9344863Z","2018-06-04T22:17:44.8134913Z","1","2","2"
"16348881","574","0.10.14.574","success","tryingToFixTheBuild",,"2018-06-04T22:08:38.3733913Z","2018-06-04T22:31:29.1148749Z","2018-06-04T22:08:23.7487132Z","2018-06-04T22:31:29.1148749Z","1","2","2"
"16348892","575","0.10.14.575-hddswxoa","success","master","777","2018-06-04T22:18:02.1867806Z","2018-06-04T22:38:03.6456900Z","2018-06-04T22:08:52.8114624Z","2018-06-04T22:38:03.6456900Z","1",,
"16356119","575","0.10.14.575","success","tryingToFixTheBuild",,"2018-06-05T07:26:58.4094867Z","2018-06-05T07:45:25.3366482Z","2018-06-05T07:26:48.9418557Z","2018-06-05T07:45:25.3366482Z","1","2","2"
"16356122","576","0.10.14.576-cqvmtupc","success","master","777","2018-06-05T07:27:03.6911526Z","2018-06-05T07:45:28.5711236Z","2018-06-05T07:26:52.5731683Z","2018-06-05T07:45:28.5711236Z","1",,
"16356711","576","0.10.14.576","failed","tryingToFixTheBuild",,"2018-06-05T08:01:50.5865009Z","2018-06-05T08:18:15.7034155Z","2018-06-05T08:01:39.1194831Z","2018-06-05T08:18:15.7034155Z","1",,
"16356712","577","0.10.14.577-rwcbiecy","failed","master","777","2018-06-05T08:01:52.4588392Z","2018-06-05T08:17:52.4851691Z","2018-06-05T08:01:42.3942482Z","2018-06-05T08:17:52.4851691Z","1",,
"16359326","577","0.10.14.577","success","tryingToFixTheBuild",,"2018-06-05T10:08:36.1244567Z","2018-06-05T10:27:36.6139471Z","2018-06-05T10:08:24.6260244Z","2018-06-05T10:27:36.6139471Z","1","2","2"
"16359328","578","0.10.14.578-qslywqik","success","master","777","2018-06-05T10:08:48.2141868Z","2018-06-05T10:28:22.5738273Z","2018-06-05T10:08:27.4095388Z","2018-06-05T10:28:22.5738273Z","1",,
"16359864","578","0.10.14.578","success","master",,"2018-06-05T10:36:34.8319471Z","2018-06-05T10:56:08.6612799Z","2018-06-05T10:36:20.7355030Z","2018-06-05T10:56:08.6612799Z","1","2","2"
"16360485","579","0.10.14.579","success","master",,"2018-06-05T11:07:02.2645817Z","2018-06-05T11:25:31.0154950Z","2018-06-05T11:06:52.7917864Z","2018-06-05T11:25:31.0154950Z","1","2","2"
"16360956","580","0.10.14.580","success","master",,"2018-06-05T11:31:21.0358537Z","2018-06-05T11:52:34.0254183Z","2018-06-05T11:31:09.2441214Z","2018-06-05T11:52:34.0254183Z","1","2","2"
"16366663","581","0.10.14.581","success","master",,"2018-06-05T15:01:05.0400051Z","2018-06-05T15:23:00.6122229Z","2018-06-05T15:00:54.4713191Z","2018-06-05T15:23:00.6122229Z","1","2","2"
"16368639","582","0.10.14.582","failed","outliers",,"2018-06-05T16:08:13.2963254Z","2018-06-05T16:12:04.9705077Z","2018-06-05T16:07:59.4419396Z","2018-06-05T16:12:04.9705077Z","1",,
"16368640","583","0.10.14.583-pjukqvhe","cancelled","master","766","2018-06-05T16:08:14.7713319Z","2018-06-05T16:09:00.6292048Z","2018-06-05T16:08:02.6451660Z","2018-06-05T16:09:00.6292048Z","1",,
"16368665","583","0.10.14.583","success","master",,"2018-06-05T16:09:10.6123648Z","2018-06-05T16:33:26.1436830Z","2018-06-05T16:08:58.9416306Z","2018-06-05T16:33:26.1436830Z","1","2","2"
"16369880","584","0.10.14.584","success","master",,"2018-06-05T16:55:48.6907837Z","2018-06-05T17:20:13.5220221Z","2018-06-05T16:55:36.6352394Z","2018-06-05T17:20:13.5220221Z","1","2","2"
"16370094","585","0.10.14.585","success","master",,"2018-06-05T17:04:05.5638124Z","2018-06-05T17:28:45.5608902Z","2018-06-05T17:03:45.3389763Z","2018-06-05T17:28:45.5608902Z","1","2","2"
"16387023","586","0.10.14.586","success","docfx",,"2018-06-06T09:35:02.7125846Z","2018-06-06T09:55:33.2494119Z","2018-06-06T09:34:53.7001098Z","2018-06-06T09:55:33.2494119Z","1","2","2"
"16387219","587","0.10.14.587-wxhwqiug","success","master","781","2018-06-06T09:42:56.6319786Z","2018-06-06T10:02:27.0949357Z","2018-06-06T09:42:44.3420907Z","2018-06-06T10:02:27.0949357Z","1",,
"16389022","587","0.10.14.587","success","master",,"2018-06-06T11:09:42.6806592Z","2018-06-06T11:28:39.7029385Z","2018-06-06T11:09:32.3308490Z","2018-06-06T11:28:39.7029385Z","1","2","2"
"16392108","588","0.10.14.588","success","master",,"2018-06-06T13:18:47.7002423Z","2018-06-06T13:41:01.5745906Z","2018-06-06T13:18:36.0887686Z","2018-06-06T13:41:01.5745906Z","1","2","2"
"16399888","589","0.10.14.589","success","master",,"2018-06-06T17:53:20.1200870Z","2018-06-06T18:15:34.6736839Z","2018-06-06T17:53:00.4198930Z","2018-06-06T18:15:34.6736839Z","1","2","2"
"16417573","590","0.10.14.590","success","docfx-samples",,"2018-06-07T11:16:34.9335925Z","2018-06-07T11:35:51.8317739Z","2018-06-07T11:16:25.4838398Z","2018-06-07T11:35:51.8317739Z","1","2","2"
"16418077","591","0.10.14.591-yqgxcncw","success","master","783","2018-06-07T11:37:34.0511063Z","2018-06-07T11:58:59.0774853Z","2018-06-07T11:37:19.2314167Z","2018-06-07T11:58:59.0774853Z","1",,
"16427658","591","0.10.14.591","success","docfx-samples",,"2018-06-07T17:19:03.7753721Z","2018-06-07T17:41:06.2078567Z","2018-06-07T17:18:52.0290571Z","2018-06-07T17:41:06.2078567Z","1","2","2"
"16427661","592","0.10.14.592-jqvshhpy","cancelled","master","783","2018-06-07T17:19:05.3100653Z","2018-06-07T17:19:35.6511973Z","2018-06-07T17:18:55.3660719Z","2018-06-07T17:19:35.6511973Z","1",,
"16427674","592","0.10.14.592","success","master",,"2018-06-07T17:19:41.9075061Z","2018-06-07T17:41:52.9654704Z","2018-06-07T17:19:33.3064803Z","2018-06-07T17:41:52.9654704Z","1","2","2"
"16427895","593","0.10.14.593","failed","master",,"2018-06-07T17:41:13.3527760Z","2018-06-07T17:43:45.3614677Z","2018-06-07T17:29:09.9514627Z","2018-06-07T17:43:45.3614677Z","1",,
"16429473","594","0.10.14.594","success","master",,"2018-06-07T18:34:12.0105810Z","2018-06-07T18:54:46.0692836Z","2018-06-07T18:34:00.8174948Z","2018-06-07T18:54:46.0692836Z","1","2","2"
"16441498","595","0.10.14.595","success","master",,"2018-06-08T07:20:29.7470683Z","2018-06-08T07:38:28.0379945Z","2018-06-08T07:20:20.5959385Z","2018-06-08T07:38:28.0379945Z","1","2","2"
"16448655","596","0.10.14.596","success","consoleArgs",,"2018-06-08T12:58:14.9490371Z","2018-06-08T13:19:53.8299253Z","2018-06-08T12:58:03.0185547Z","2018-06-08T13:19:53.8299253Z","1","2","2"
"16448827","597","0.10.14.597-jegnkejn","success","master","785","2018-06-08T13:03:55.8658381Z","2018-06-08T13:27:29.2137652Z","2018-06-08T13:03:43.2582291Z","2018-06-08T13:27:29.2137652Z","1",,
"16457808","597","0.10.14.597","success","master",,"2018-06-08T18:47:24.7514582Z","2018-06-08T19:08:20.1051703Z","2018-06-08T18:46:56.5515720Z","2018-06-08T19:08:20.1051703Z","1","2","2"
"16459636","598","0.10.14.598-sapalgcu","failed","master","735","2018-06-08T20:10:39.0413562Z","2018-06-08T20:28:06.2829352Z","2018-06-08T20:10:24.5838287Z","2018-06-08T20:28:06.2829352Z","1",,
"16460242","598","0.10.14.598-tkukcede","success","master","735","2018-06-08T20:38:16.6240087Z","2018-06-08T20:58:14.1540668Z","2018-06-08T20:37:49.7952580Z","2018-06-08T20:58:14.1540668Z","1",,
"16467406","598","0.10.14.598","success","master",,"2018-06-09T09:41:34.6412462Z","2018-06-09T10:00:35.9014943Z","2018-06-09T09:41:18.8650941Z","2018-06-09T10:00:35.9014943Z","1","2","2"
"16473549","599","0.10.14.599-etvoipjp","success","master","735","2018-06-09T20:31:37.4587785Z","2018-06-09T20:49:46.5382045Z","2018-06-09T20:31:19.7388331Z","2018-06-09T20:49:46.5382045Z","1",,
"16473694","599","0.10.14.599-fanastlp","success","master","735","2018-06-09T20:46:07.4931471Z","2018-06-09T21:04:04.5263965Z","2018-06-09T20:45:59.1779753Z","2018-06-09T21:04:04.5263965Z","1",,
"16473780","599","0.10.14.599","success","changelog",,"2018-06-09T20:57:34.6378182Z","2018-06-09T21:16:06.6580524Z","2018-06-09T20:57:17.9472360Z","2018-06-09T21:16:06.6580524Z","1","2","2"
"16473856","600","0.10.14.600-sscxrgfi","success","master","789","2018-06-09T21:04:53.1934682Z","2018-06-09T21:22:36.4031453Z","2018-06-09T21:04:36.3377340Z","2018-06-09T21:22:36.4031453Z","1",,
"16474232","600","0.10.14.600","success","master",,"2018-06-09T21:42:47.6242563Z","2018-06-09T22:00:42.7051504Z","2018-06-09T21:42:30.5247147Z","2018-06-09T22:00:42.7051504Z","1","2","2"
"16477955","601","0.10.14.601","success","master",,"2018-06-10T07:08:46.7813906Z","2018-06-10T07:26:18.8418218Z","2018-06-10T07:08:33.6628037Z","2018-06-10T07:26:18.8418218Z","1","2","2"
"16478032","602","0.10.14.602","success","master",,"2018-06-10T07:23:12.3475867Z","2018-06-10T07:40:47.4034301Z","2018-06-10T07:22:53.8507607Z","2018-06-10T07:40:47.4034301Z","1","2","2"
"16479115","603","0.10.14.603","success","master",,"2018-06-10T10:06:32.8968209Z","2018-06-10T10:24:27.6506937Z","2018-06-10T10:06:24.6812141Z","2018-06-10T10:24:27.6506937Z","1","2","2"
"16489906","604","0.10.14.604-olduddfq","success","master","790","2018-06-11T05:49:52.4336177Z","2018-06-11T06:07:32.2799026Z","2018-06-11T05:49:44.1561744Z","2018-06-11T06:07:32.2799026Z","1",,
"16494283","604","0.10.14.604","success","master",,"2018-06-11T10:09:39.3878430Z","2018-06-11T10:29:25.1949318Z","2018-06-11T10:09:22.5608860Z","2018-06-11T10:29:25.1949318Z","1","2","2"
"16495746","605","0.10.14.605-adlhkxud","success","master","790","2018-06-11T11:22:44.6712776Z","2018-06-11T11:44:36.5050975Z","2018-06-11T11:22:21.8895806Z","2018-06-11T11:44:36.5050975Z","1",,
"16496627","605","0.10.14.605","success","master",,"2018-06-11T12:00:40.7178138Z","2018-06-11T12:24:40.1958541Z","2018-06-11T12:00:27.3878359Z","2018-06-11T12:24:40.1958541Z","1","2","2"
"16496861","606","0.10.14.606","success","master",,"2018-06-11T12:09:32.3929997Z","2018-06-11T12:29:27.3472593Z","2018-06-11T12:09:21.4679904Z","2018-06-11T12:29:27.3472593Z","1","2","2"
"16507951","607","0.10.14.607","failed","consoleArgs",,"2018-06-11T19:18:37.5413211Z","2018-06-11T19:35:08.7160096Z","2018-06-11T19:18:16.3886597Z","2018-06-11T19:35:08.7160096Z","1",,
"16507955","608","0.10.14.608-temdwitr","failed","master","785","2018-06-11T19:18:51.4889871Z","2018-06-11T19:35:49.0844250Z","2018-06-11T19:18:19.5314554Z","2018-06-11T19:35:49.0844250Z","1",,
"16519180","608","0.10.14.608","success","consoleArgs",,"2018-06-12T07:59:31.1001733Z","2018-06-12T08:18:12.2887589Z","2018-06-12T07:59:21.6952756Z","2018-06-12T08:18:12.2887589Z","1","2","2"
"16519188","609","0.10.14.609-hntkiuuj","success","master","785","2018-06-12T07:59:54.5536291Z","2018-06-12T08:19:47.9138641Z","2018-06-12T07:59:29.5476324Z","2018-06-12T08:19:47.9138641Z","1",,
"16519561","609","0.10.14.609","success","consoleArgs",,"2018-06-12T08:18:34.7478452Z","2018-06-12T08:38:51.3035801Z","2018-06-12T08:18:26.0263078Z","2018-06-12T08:38:51.3035801Z","1","2","2"
"16519562","610","0.10.14.610-kpjpjawl","success","master","785","2018-06-12T08:20:05.7954590Z","2018-06-12T08:38:58.4207937Z","2018-06-12T08:18:29.2669744Z","2018-06-12T08:38:58.4207937Z","1",,
"16519581","610","0.10.14.610","success","master",,"2018-06-12T08:39:00.0905509Z","2018-06-12T08:58:01.7659407Z","2018-06-12T08:19:25.8985022Z","2018-06-12T08:58:01.7659407Z","1","2","2"
"16519819","611","0.10.14.611","success","consoleArgs",,"2018-06-12T08:39:12.7198992Z","2018-06-12T08:57:53.9192525Z","2018-06-12T08:32:33.1059605Z","2018-06-12T08:57:53.9192525Z","1","2","2"
"16519821","612","0.10.14.612-klmvbruw","success","master","785","2018-06-12T08:58:17.7950255Z","2018-06-12T09:17:18.5876355Z","2018-06-12T08:32:38.3560398Z","2018-06-12T09:17:18.5876355Z","1",,
"16521005","612","0.10.14.612","success","master",,"2018-06-12T09:28:32.3666223Z","2018-06-12T09:47:14.1301615Z","2018-06-12T09:28:19.5963391Z","2018-06-12T09:47:14.1301615Z","1","2","2"
"16527365","613","0.10.14.613","success","master",,"2018-06-12T13:50:25.4364306Z","2018-06-12T14:13:41.2726217Z","2018-06-12T13:49:42.1933042Z","2018-06-12T14:13:41.2726217Z","1","2","2"
"16528728","614","0.10.14.614","success","benchViewExporter",,"2018-06-12T14:33:54.7733220Z","2018-06-12T14:54:03.6088969Z","2018-06-12T14:33:20.7888857Z","2018-06-12T14:54:03.6088969Z","1","2","2"
"16528729","615","0.10.14.615-lfshdrtx","success","master","725","2018-06-12T14:33:41.5543257Z","2018-06-12T14:57:21.2404817Z","2018-06-12T14:33:21.7474593Z","2018-06-12T14:57:21.2404817Z","1",,
"16534260","615","0.10.14.615","success","benchViewExporter",,"2018-06-12T18:03:07.1216180Z","2018-06-12T18:23:05.2442910Z","2018-06-12T18:02:47.2883993Z","2018-06-12T18:23:05.2442910Z","1","2","2"
"16534262","616","0.10.14.616-ugyydpep","success","master","725","2018-06-12T18:03:23.7845658Z","2018-06-12T18:23:18.6915406Z","2018-06-12T18:02:49.3984271Z","2018-06-12T18:23:18.6915406Z","1",,
"16547445","616","0.10.14.616","success","master",,"2018-06-13T07:49:59.1159568Z","2018-06-13T08:09:27.7555426Z","2018-06-13T07:49:33.0448536Z","2018-06-13T08:09:27.7555426Z","1","2","2"
"16548088","617","0.10.14.617","success","master",,"2018-06-13T08:23:51.6892445Z","2018-06-13T08:43:27.3300466Z","2018-06-13T08:23:25.1442117Z","2018-06-13T08:43:27.3300466Z","1","2","2"
"16548647","618","0.10.14.618","success","benchViewExporter",,"2018-06-13T08:52:36.6277749Z","2018-06-13T09:13:29.4792125Z","2018-06-13T08:52:17.0270514Z","2018-06-13T09:13:29.4792125Z","1","2","2"
